0, 0, Header, 1, 2, 120
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Program_c, 0, 56
2, 0, Note_on_c, 0, 76, 100
2, 0, Note_on_c, 0, 76, 100
2, 30, Note_on_c, 0, 76, 100
2, 30, Note_on_c, 0, 71, 100
2, 49, Note_on_c, 0, 76, 0
2, 59, Note_on_c, 0, 76, 0
2, 59, Note_on_c, 0, 71, 0
2, 60, Note_on_c, 0, 76, 100
2, 60, Note_on_c, 0, 76, 100
2, 89, Note_on_c, 0, 76, 0
2, 119, Note_on_c, 0, 76, 0
2, 119, Note_on_c, 0, 76, 0
2, 180, Note_on_c, 0, 76, 100
2, 180, Note_on_c, 0, 76, 100
2, 200, Note_on_c, 0, 76, 100
2, 210, Note_on_c, 0, 76, 100
2, 229, Note_on_c, 0, 76, 0
2, 230, Note_on_c, 0, 76, 100
2, 230, Note_on_c, 0, 76, 100
2, 239, Note_on_c, 0, 76, 0
2, 239, Note_on_c, 0, 76, 0
2, 239, Note_on_c, 0, 76, 0
2, 259, Note_on_c, 0, 76, 0
2, 259, Note_on_c, 0, 76, 0
2, 290, Note_on_c, 0, 71, 100
2, 300, Note_on_c, 0, 76, 100
2, 319, Note_on_c, 0, 71, 0
2, 449, Note_on_c, 0, 76, 0
2, 660, Note_on_c, 0, 76, 100
2, 720, Note_on_c, 0, 76, 100
2, 839, Note_on_c, 0, 76, 0
2, 899, Note_on_c, 0, 76, 0
2, 940, Note_on_c, 0, 76, 100
2, 1020, Note_on_c, 0, 81, 100
2, 1049, Note_on_c, 0, 81, 0
2, 1050, Note_on_c, 0, 79, 100
2, 1079, Note_on_c, 0, 79, 0
2, 1080, Note_on_c, 0, 79, 100
2, 1119, Note_on_c, 0, 76, 0
2, 1139, Note_on_c, 0, 79, 0
2, 1140, Note_on_c, 0, 78, 100
2, 1199, Note_on_c, 0, 78, 0
2, 1200, Note_on_c, 0, 76, 100
2, 1259, Note_on_c, 0, 76, 0
2, 1320, Note_on_c, 0, 76, 100
2, 1379, Note_on_c, 0, 76, 0
2, 1380, Note_on_c, 0, 76, 100
2, 1409, Note_on_c, 0, 76, 0
2, 1430, Note_on_c, 0, 76, 100
2, 1459, Note_on_c, 0, 76, 0
2, 1460, Note_on_c, 0, 79, 100
2, 1519, Note_on_c, 0, 79, 0
2, 1520, Note_on_c, 0, 79, 100
2, 1579, Note_on_c, 0, 79, 0
2, 1580, Note_on_c, 0, 76, 100
2, 1609, Note_on_c, 0, 76, 0
2, 1610, Note_on_c, 0, 78, 100
2, 1639, Note_on_c, 0, 78, 0
2, 1640, Note_on_c, 0, 76, 100
2, 1699, Note_on_c, 0, 76, 0
2, 1920, Note_on_c, 0, 76, 100
2, 1979, Note_on_c, 0, 76, 0
2, 1980, Note_on_c, 0, 76, 100
2, 1990, Note_on_c, 0, 76, 100
2, 2009, Note_on_c, 0, 76, 0
2, 2019, Note_on_c, 0, 76, 0
2, 2040, Note_on_c, 0, 79, 100
2, 2099, Note_on_c, 0, 79, 0
2, 2100, Note_on_c, 0, 76, 100
2, 2159, Note_on_c, 0, 76, 0
2, 2160, Note_on_c, 0, 76, 100
2, 2219, Note_on_c, 0, 76, 0
2, 2220, Note_on_c, 0, 76, 100
2, 2279, Note_on_c, 0, 76, 0
2, 2280, Note_on_c, 0, 76, 100
2, 2300, Note_on_c, 0, 76, 100
2, 2329, Note_on_c, 0, 76, 0
2, 2339, Note_on_c, 0, 76, 0
2, 2340, Note_on_c, 0, 76, 100
2, 2360, Note_on_c, 0, 76, 100
2, 2399, Note_on_c, 0, 76, 0
2, 2419, Note_on_c, 0, 76, 0
2, 2420, Note_on_c, 0, 76, 100
2, 2479, Note_on_c, 0, 76, 0
2, 2480, Note_on_c, 0, 74, 100
2, 2500, Note_on_c, 0, 76, 100
2, 2539, Note_on_c, 0, 74, 0
2, 2559, Note_on_c, 0, 76, 0
2, 2560, Note_on_c, 0, 76, 100
2, 2589, Note_on_c, 0, 76, 0
2, 2620, Note_on_c, 0, 76, 100
2, 2679, Note_on_c, 0, 76, 0
2, 2680, Note_on_c, 0, 71, 100
2, 2739, Note_on_c, 0, 71, 0
2, 2740, Note_on_c, 0, 76, 100
2, 2799, Note_on_c, 0, 76, 0
2, 2800, Note_on_c, 0, 78, 100
2, 2859, Note_on_c, 0, 78, 0
2, 2860, Note_on_c, 0, 76, 100
2, 2889, Note_on_c, 0, 76, 0
2, 2980, Note_on_c, 0, 76, 100
2, 3009, Note_on_c, 0, 76, 0
2, 3020, Note_on_c, 0, 76, 100
2, 3040, Note_on_c, 0, 76, 100
2, 3049, Note_on_c, 0, 76, 0
2, 3060, Note_on_c, 0, 76, 100
2, 3099, Note_on_c, 0, 76, 0
2, 3119, Note_on_c, 0, 76, 0
2, 3120, Note_on_c, 0, 71, 100
2, 3179, Note_on_c, 0, 71, 0
2, 3180, Note_on_c, 0, 71, 100
2, 3239, Note_on_c, 0, 71, 0
2, 3240, Note_on_c, 0, 76, 100
2, 3299, Note_on_c, 0, 76, 0
2, 3300, Note_on_c, 0, 76, 100
2, 3329, Note_on_c, 0, 76, 0
2, 3360, Note_on_c, 0, 76, 100
2, 3419, Note_on_c, 0, 76, 0
2, 3420, Note_on_c, 0, 74, 100
2, 3479, Note_on_c, 0, 74, 0
2, 3540, Note_on_c, 0, 74, 100
2, 3599, Note_on_c, 0, 74, 0
2, 3600, Note_on_c, 0, 74, 100
2, 3659, Note_on_c, 0, 74, 0
2, 3720, Note_on_c, 0, 71, 100
2, 3779, Note_on_c, 0, 71, 0
2, 3780, Note_on_c, 0, 71, 100
2, 3839, Note_on_c, 0, 71, 0
2, 3840, Note_on_c, 0, 76, 100
2, 3899, Note_on_c, 0, 76, 0
