0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Program_c, 0, 48
2, 2406, Note_on_c, 0, 68, 100
2, 4624, Note_on_c, 0, 65, 100
2, 5168, Note_on_c, 0, 63, 100
2, 5712, Note_on_c, 0, 67, 100
2, 6464, Note_on_c, 0, 67, 100
2, 6640, Note_on_c, 0, 65, 100
2, 7040, Note_on_c, 0, 67, 0
2, 7472, Note_on_c, 0, 67, 100
2, 7473, Note_on_c, 0, 67, 0
2, 7616, Note_on_c, 0, 67, 100
2, 7617, Note_on_c, 0, 67, 0
2, 7968, Note_on_c, 0, 63, 100
2, 7969, Note_on_c, 0, 63, 0
2, 9232, Note_on_c, 0, 65, 0
2, 12272, Note_on_c, 0, 65, 0
2, 14928, Note_on_c, 0, 67, 0
2, 48614, Note_on_c, 0, 68, 0
2, 58608, Note_on_c, 0, 63, 0
2, 58608, End_track
0, 0, End_of_file
